id;active;year;gender;want_spam;balance;undo_count
2103;f;1981;M;t;0;0
2104;f;1999;M;t;0;0
2105;f;0;U;t;0;0
2106;f;1993;M;t;0;0
2107;t;2016;M;t;0;0
2108;f;1989;M;t;0;0
2109;f;2012;M;t;400;0
2110;f;1999;M;t;4650;0
2111;f;0;U;t;0;0
2112;f;2002;M;t;100;0
2113;t;2015;M;t;15350;0
2114;f;2013;M;t;1750;0
2115;f;1984;U;t;0;0
2116;f;0;M;t;0;0
2117;t;2011;M;t;100;0
2118;f;1989;M;t;-11900;0
2119;f;1984;M;t;0;0
2120;f;1998;M;t;0;0
2121;t;2003;M;t;9425;0
2122;f;1990;M;t;0;0
2123;t;2014;M;t;18000;0
2124;f;2005;M;t;625;0
2125;f;2006;M;t;0;0
2126;f;2011;M;t;100;0
2127;t;2015;M;t;12950;0
2128;f;2004;M;t;299;0
2129;f;1986;M;t;0;0
2130;f;2001;U;t;100;0
2131;f;1986;M;t;0;0
2132;t;2006;M;t;22700;0
2133;f;1994;M;t;0;0
2134;t;2010;M;t;50;0
2135;f;2014;M;t;0;0
2136;t;2014;M;t;2400;0
2137;f;2001;M;t;175;0
2138;t;2011;M;t;3150;0
2139;t;2016;M;t;0;0
2140;f;0;U;t;0;0
2141;f;0;F;t;0;0
2142;t;2014;M;t;250;0
2143;f;2012;M;t;50;0
2144;f;2012;M;t;1100;0
2145;f;1988;M;t;0;0
2146;f;1999;M;t;0;0
2147;f;2010;U;t;8150;0
2148;f;2003;U;t;2375;0
2149;t;2010;M;t;18050;0
2150;f;1992;M;t;0;0
2151;f;1984;M;t;0;0
2152;t;2016;M;t;2550;0
2153;f;1982;U;t;0;0
2154;f;1991;M;t;-146200;0
2155;f;2004;M;t;7425;0
2156;t;2004;M;t;1450;0
2157;f;2009;U;t;2800;0
2158;f;1984;U;t;0;0
2159;f;2007;M;t;1000;0
2160;t;2006;M;t;6000;0
2161;f;2012;F;t;20000;0
2162;f;2006;M;t;0;0
2163;f;1991;M;t;0;0
2164;t;2015;M;t;10300;0
2165;t;2016;M;t;4950;0
2166;t;1984;M;t;50;0
2167;f;1999;U;t;0;0
2168;f;1990;U;t;0;0
2169;t;2014;M;t;31350;0
2170;f;1995;U;t;0;0
2171;f;1999;U;t;-1525;0
2172;f;1990;M;t;0;0
2173;f;1995;M;t;0;0
2174;t;2004;M;t;0;0
2175;f;2001;M;t;-3650;0
2176;f;1999;M;t;-10375;0
2177;f;1976;F;t;0;0
2178;t;2008;M;t;2300;0
2179;f;2014;M;t;200;0
2180;f;2010;U;t;600;0
2181;f;1984;U;t;0;0
2182;f;1986;M;t;0;0
2183;t;2013;M;t;600;0
2184;f;2003;M;t;-925;0
2185;f;2003;U;t;0;0
2186;f;2006;M;t;450;0
2187;f;1987;U;t;200;0
2188;f;2007;M;t;400;0
2189;f;2011;U;t;250;0
2190;f;1999;M;t;-1600;0
2191;t;2013;M;t;17450;0
2192;f;2008;U;t;7450;0
2193;t;2014;M;t;950;0
2194;f;1997;M;t;0;0
2195;f;2002;M;t;-5800;0
2196;t;2008;M;t;400;0
2197;t;2009;M;t;0;0
2198;f;2005;M;t;0;0
2199;t;2010;U;t;0;0
2200;f;2011;F;t;450;0
2201;f;1999;U;t;0;0
2202;t;2013;M;t;0;0
2203;t;2009;F;t;750;0
2204;f;2012;M;t;0;0
2205;t;2015;M;t;250;0
2206;t;2009;M;t;14900;0
2207;t;1997;M;t;3950;0
2208;f;1998;U;t;0;0
2209;f;1984;U;t;0;0
2210;f;2002;M;t;-4475;0
2211;f;2003;M;t;49125;0
2212;f;2000;M;t;225;0
2213;f;1994;U;t;10475;0
2214;f;1991;U;t;0;0
2215;f;1993;M;t;0;0
2216;f;2006;M;t;167;0
2217;f;1996;F;t;0;0
2218;f;2011;U;t;1300;0
2219;f;1988;M;t;0;0
2220;t;2015;M;t;3750;0
2221;t;2015;M;t;200;0
2222;f;2011;U;t;5000;0
2223;f;1996;M;t;0;0
2224;f;2007;M;t;750;0
2225;f;1985;U;t;0;0
2226;f;1986;M;t;0;0
2227;f;1997;M;t;6625;0
2228;f;1986;M;t;0;0
2229;f;1987;M;t;0;0
2230;t;2013;M;t;850;0
2231;f;1992;M;t;-14100;0
2232;f;1985;M;t;0;0
2233;t;2010;M;t;5750;0
2234;f;2001;U;t;2025;0
2235;t;2013;M;t;650;0
2236;f;2002;M;t;450;0
2237;f;1999;M;t;725;0
2238;f;2013;M;t;150;0
2239;f;1994;M;t;0;0
2240;t;2014;F;t;0;0
2241;f;1985;M;t;0;0
2242;f;2004;U;t;-400;0
2243;f;2005;M;t;50;0
2244;f;1991;M;t;0;0
2245;f;2002;M;t;925;0
2246;f;1988;U;t;0;0
2247;f;1984;M;t;0;0
2248;t;2009;M;t;100;0
2249;t;2008;M;t;63;0
2250;t;2014;M;t;100;0
2251;f;1996;U;t;0;0
2252;f;2003;M;t;100;0
2253;f;2011;U;t;150;0
2254;f;1997;M;t;0;0
2255;f;1985;M;t;0;0
2256;t;2011;M;t;1050;0
2257;f;1988;U;t;0;0
2258;t;2013;M;t;5550;0
2259;f;1985;M;t;0;0
2260;f;1999;F;t;0;0
2261;f;1976;U;t;0;0
2262;t;2010;M;t;750;0
2263;f;2012;M;t;500;0
2264;t;2014;M;t;50;0
2265;t;2016;F;t;8850;0
2266;t;2013;M;t;14050;0
2267;f;2010;U;t;600;0
2268;f;1996;M;t;-4200;0
2269;t;2014;F;t;450;0
2270;f;2012;M;t;600;0
2271;t;2015;M;t;20700;0
2272;t;2008;M;t;650;0
2273;t;1988;M;t;23350;0
2274;f;1985;M;t;0;0
2275;f;1990;M;t;0;0
2276;f;1991;M;t;-900;0
2277;f;2006;M;t;-1200;0
2278;f;2007;M;t;0;0
2279;f;0;M;t;0;0
2280;f;1997;M;t;-10050;0
2281;f;2002;M;t;175;0
2282;t;1977;M;t;17825;0
2283;f;1998;M;t;-125;0
2284;t;1988;M;t;0;0
2285;f;2003;M;t;3950;0
2286;f;2003;M;t;20875;0
2287;f;1999;M;t;-16300;0
2288;f;2004;U;t;-475;0
2289;f;1984;M;t;0;0
2290;f;1986;U;t;0;0
2291;f;2001;M;t;-5025;0
2292;f;2007;M;t;375;0
2293;f;2002;M;t;0;0
2294;f;1987;M;t;0;0
2295;f;1985;M;t;0;0
2296;f;2004;U;t;400;0
2297;f;1998;M;t;-3125;0
2298;t;2015;M;t;12650;0
2299;f;1996;U;t;0;0
2300;f;1991;M;t;0;0
2301;f;2008;M;t;0;0
2302;t;2013;M;t;4800;0
2303;f;2001;M;t;-925;0
2304;t;2003;M;t;0;0
2305;f;1993;M;t;0;0
2306;f;2003;M;t;-1200;0
2307;f;2005;M;t;900;0
2308;f;1985;M;t;0;0
2309;f;1995;M;t;0;0
2310;f;1999;M;t;18200;0
2311;f;1987;U;t;0;0
2312;f;1999;M;t;650;0
2313;f;1991;M;t;0;0
2314;t;2014;M;t;1000;0
2315;f;1990;M;t;0;0
2316;f;1988;M;t;0;0
2317;f;2007;M;t;175;0
2318;t;2013;M;t;200;0
2319;f;1982;U;t;0;0
2320;f;2001;U;t;21075;0
2321;f;1999;U;t;450;0
2322;f;2002;F;t;3500;0
2323;t;1998;U;t;550;0
2324;f;1997;M;t;0;0
2325;f;1975;M;t;0;0
2326;f;1986;M;t;0;0
2327;f;2014;M;t;200;0
2328;f;1999;M;t;225;0
2329;f;1999;M;t;0;0
2330;f;1999;U;t;25;0
2331;f;2003;M;t;-5750;0
2332;t;2010;U;t;50;0
2333;f;2013;F;t;2000;0
2334;t;1983;M;t;8525;0
2335;t;2012;M;t;250;0
2336;f;2003;M;t;0;0
2337;f;1987;M;t;0;0
2338;t;2014;F;t;150;0
2339;t;2014;M;t;550;0
2340;f;2000;U;t;-75;0
2341;f;2009;M;f;500;0
2342;t;2013;M;t;150;0
2343;t;2013;M;t;300;0
2344;f;1990;M;t;0;0
2345;f;1990;M;t;0;0
2346;t;2014;M;t;2450;0
2347;f;1998;M;t;-15975;0
2348;f;2007;M;t;50;0
2349;f;1999;U;t;-13879;0
2350;t;2014;M;t;5800;0
2351;f;1994;U;t;0;0
2352;t;2014;M;t;200;0
2353;f;2001;U;t;2075;0
2354;f;2001;M;t;0;0
2355;t;2008;M;t;16500;0
2356;f;1993;M;t;-34600;0
2357;f;2014;M;t;0;0
2358;t;2015;M;t;100;0
2359;f;2005;M;t;195;0
2360;t;2014;M;t;5350;0
2361;f;2002;M;t;8300;0
2362;f;1997;M;t;0;0
2363;f;1998;M;t;875;0
2364;f;2002;M;t;-4250;0
2365;f;1988;M;t;0;0
2366;f;2001;M;t;-1450;0
2367;t;2013;M;t;300;0
2368;f;2000;U;t;6275;0
2369;f;1990;M;t;0;0
2370;f;2010;M;t;200;0
2371;t;2015;M;t;250;0
2372;f;1997;M;t;0;0
2373;t;2014;M;t;1700;0
2374;f;1997;M;t;0;0
2375;f;2001;M;t;450;0
2376;t;2017;M;t;13350;0
2377;f;1998;M;t;-22200;0
2378;f;2013;M;t;300;0
2379;t;2012;M;t;300;0
2380;t;2014;M;t;150;0
2381;f;2010;M;t;9350;0
2382;t;2011;M;t;0;0
2383;f;2012;M;t;0;0
2384;f;1988;M;t;0;0
2385;f;1992;M;t;-3500;0
2386;f;2001;M;t;425;0
2387;f;1998;M;t;-3400;0
2388;f;1985;M;t;0;0
2389;f;1986;M;t;0;0
2390;t;2008;M;t;8100;0
2391;t;2015;M;t;7000;0
2392;f;1988;U;t;0;0
2393;f;2007;U;t;100;0
2394;f;2004;M;t;-32350;0
2395;t;2013;M;t;250;0
2396;f;1997;U;t;0;0
2397;f;1995;M;t;0;0
2398;f;2002;M;t;-1825;0
2399;f;1987;M;t;0;0
2400;f;2004;M;t;2100;0
2401;f;2004;M;t;800;0
2402;f;2006;F;t;0;0
2403;f;2011;U;t;9550;0
2404;f;1980;M;t;0;0
2405;t;2003;U;t;0;0
2406;t;2009;M;t;-9650;0
2407;f;2005;M;t;175;0
2408;f;2005;M;t;125;0
2409;f;2004;M;t;-2775;0
2410;t;2004;M;t;9000;0
2411;t;2014;M;t;100;0
2412;t;2015;M;t;3600;0
2413;f;1992;M;t;0;0
2414;f;1987;U;t;0;0
2415;f;2002;M;t;0;0
2416;f;1994;M;t;2150;0
2417;f;2002;U;t;-700;0
2418;f;2006;F;t;13300;0
2419;f;0;U;t;750;0
2420;f;1993;M;t;-33625;0
2421;t;2015;M;t;6650;0
2422;f;1996;M;t;0;0
2423;f;2001;U;t;0;0
2424;t;2015;M;t;400;0
2425;f;2005;F;t;475;0
2426;f;1984;M;t;0;0
2427;f;1984;M;t;0;0
2428;f;0;M;t;3175;0
2429;f;2003;M;t;1000;0
2430;t;2014;M;t;50;0
2431;f;1996;M;t;0;0
2432;f;1995;U;t;0;0
2433;f;2003;M;t;0;0
2434;f;1990;M;t;0;0
2435;f;1995;U;t;-30825;0
2436;f;1998;M;t;0;0
2437;f;1995;M;t;-13400;0
2438;f;2004;M;t;-100;0
2439;f;2001;M;t;-75;0
2440;f;2000;F;t;150;0
2441;f;2005;M;t;-4150;0
2442;t;2015;M;t;7350;0
2443;t;1990;M;t;15025;0
2444;f;2003;U;t;250;0
2445;t;2012;M;t;200;0
2446;f;1997;U;t;250;0
2447;f;2000;M;t;3025;0
2448;f;2001;M;t;1675;0
2449;t;2010;M;t;15050;0
2450;f;1987;U;t;0;0
2451;f;2005;M;t;0;0
2452;f;1988;M;t;0;0
2453;f;2001;M;t;-1550;0
2454;f;2005;U;t;0;0
2455;f;1996;M;t;0;0
2456;f;2007;M;t;200;0
2457;f;2008;M;t;100;0
2458;f;2003;U;t;-600;0
2459;t;2016;M;t;31250;0
2460;f;2003;M;t;250;0
2461;f;1994;M;t;-43500;0
2462;f;1982;M;t;0;0
2463;f;1989;M;t;0;0
2464;f;1981;M;t;0;0
2465;f;2009;M;t;19900;0
2466;f;2003;U;t;-275;0
2467;f;1989;M;t;0;0
2468;f;2005;M;t;-2950;0
2469;f;1997;M;t;0;0
2470;f;1993;M;t;0;0
2471;f;2012;M;t;9950;0
2472;f;2004;M;t;30513;0
2473;t;2014;M;t;300;0
2474;f;1975;M;t;0;0
2475;f;2002;M;t;700;0
2476;t;2009;M;t;-15000;0
2477;f;1997;U;t;0;0
2478;f;1985;M;t;0;0
2479;f;1989;M;t;0;0
2480;f;1998;M;t;0;0
2481;f;0;M;t;2125;0
2482;f;2003;M;t;1075;0
2483;f;1982;M;t;0;0
2484;t;2006;M;t;5243;0
2485;t;2016;M;t;9300;0
2486;f;2001;U;t;-500;0
2487;t;2012;M;t;8150;0
2488;f;1990;U;t;2875;0
2489;f;2014;M;t;0;0
2490;f;1991;M;t;0;0
2491;t;2014;M;t;2200;0
2492;t;1998;M;f;4550;0
2493;f;1990;M;t;0;0
2494;f;0;M;t;-15650;0
2495;f;2009;M;t;450;0
2496;t;2013;F;t;43200;0
2497;f;1997;U;t;0;0
2498;t;2013;M;t;500;0
2499;t;2016;M;t;8000;0
2500;f;1993;M;t;0;0
2501;f;2001;M;t;-5350;0
2502;f;1985;M;t;0;0
2503;f;2002;U;t;0;0
2504;t;2013;M;t;0;0
2505;f;1984;F;t;0;0
2506;f;1998;M;t;0;0
2507;f;2009;M;t;1150;0
2508;f;2012;M;t;0;0
2509;t;2016;M;t;10050;0
2510;f;2002;M;t;-3700;0
2511;f;1991;M;t;0;0
2512;t;2004;M;t;3775;0
2513;f;2006;M;t;1250;0
2514;f;2012;M;t;0;0
2515;f;1989;M;t;0;0
2516;f;1988;M;t;0;0
2517;f;1992;F;t;-4300;0
2518;t;2015;M;t;250;0
2519;f;1991;M;t;0;0
2520;f;2005;U;t;0;0
2521;t;2012;M;f;100;0
2522;t;2015;M;t;5100;0
2523;f;2002;M;t;650;0
2524;f;1989;M;t;0;0
2525;f;1999;M;t;-3525;0
2526;f;2004;M;t;2125;0
2527;f;2002;M;t;150;0
2528;t;2016;M;t;4200;0
2529;f;1995;M;t;0;0
2530;f;2000;M;t;4000;0
2531;t;1977;U;t;3575;0
2532;f;1996;M;t;0;0
2533;f;2002;M;t;-825;0
2534;f;1994;M;t;300;0
2535;f;2003;M;t;-1350;0
2536;t;2015;F;t;6700;0
2537;f;2011;F;t;450;0
2538;f;1984;U;t;0;0
2539;f;2005;U;t;0;0
2540;f;1984;M;t;0;0
2541;f;2010;M;t;5050;0
2542;f;1991;M;t;0;0
2543;t;2015;M;t;6850;0
2544;f;1999;M;t;1675;0
2545;f;1986;M;t;0;0
2546;f;2002;U;t;575;0
2547;f;1984;M;t;0;0
2548;f;1994;U;t;0;0
2549;f;2009;M;t;0;0
2550;f;2003;M;t;550;0
2551;t;2015;M;t;1050;0
2552;f;2010;M;t;0;0
2553;f;0;U;t;0;0
2554;f;2002;M;t;-1500;0
2555;f;1983;F;t;0;0
2556;t;2013;M;t;5000;0
2557;f;1997;M;t;13300;0
2558;f;1989;U;t;0;0
2559;f;0;M;t;0;0
2560;f;2008;M;t;600;0
2561;f;2000;M;t;3762;0
2562;t;2014;M;t;5150;0
2563;f;1998;M;t;0;0
2564;f;1991;M;t;20000;0
2565;f;1993;M;t;0;0
2566;f;1991;F;t;0;0
2567;f;1996;U;t;-3100;0
2568;f;2000;M;t;50;0
2569;f;2002;M;t;-75;0
2570;f;1992;M;t;25;0
2571;t;2015;M;t;17950;0
2572;f;1990;U;t;0;0
2573;f;1988;M;t;0;0
2574;t;2015;M;t;50;0
2575;f;2001;U;t;-3150;0
2576;f;2005;M;t;17700;0
2577;t;2016;M;t;950;0
2578;f;2007;U;t;250;0
2579;t;2015;M;t;1450;0
2580;f;1994;M;t;0;0
2581;f;1993;M;t;-20800;0
2582;f;2007;M;t;700;0
2583;f;2003;U;t;825;0
2584;f;0;U;t;0;0
2585;f;2003;M;t;0;0
2586;f;1988;M;t;0;0
2587;f;2007;M;t;900;0
2588;f;2002;M;t;0;0
2589;f;1990;M;t;0;0
2590;f;2009;U;t;0;0
2591;f;2006;U;t;150;0
2592;f;1993;M;t;-22800;0
2593;t;2014;M;t;3650;0
2594;f;2005;M;t;0;0
2595;f;1990;M;t;0;0
2596;f;2001;U;t;0;0
2597;f;2012;M;t;500;0
2598;f;2008;U;t;350;0
2599;t;2014;M;t;10000;0
2600;t;2007;U;t;850;0
2601;f;1991;M;t;0;0
2602;f;1985;U;t;0;0
2603;f;1999;M;t;0;0
2604;t;2014;M;t;150;0
2605;f;2012;M;t;0;0
2606;f;2004;U;t;11350;0
2607;t;2014;M;t;9600;0
2608;t;2007;M;f;1550;0
2609;f;1999;M;t;0;0
2610;f;1979;M;t;0;0
2611;f;2011;M;t;350;0
2612;f;2003;U;t;1000;0
2613;f;2003;M;t;-1050;0
2614;f;2011;M;t;850;0
2615;f;1985;M;t;0;0
2616;f;2012;M;t;0;0
2617;f;0;M;t;0;0
2618;f;1976;M;t;0;0
2619;f;2002;M;t;-3175;0
2620;f;1997;M;t;-24525;0
2621;f;1998;U;t;-3400;0
2622;t;2016;M;t;1800;0
2623;f;2007;M;t;200;0
2624;f;1987;U;t;0;0
2625;t;2014;F;t;0;0
2626;f;1992;M;t;0;0
2627;t;2014;M;t;4200;0
2628;f;1981;M;t;0;0
2629;f;2002;U;t;475;0
2630;f;1991;U;t;0;0
2631;f;1995;M;t;0;0
2632;t;2014;M;t;700;0
2633;f;1991;F;t;8150;0
2634;f;2006;M;t;-600;0
2635;f;2006;M;t;125;0
2636;f;1988;M;t;0;0
2637;f;1987;U;t;30000;0
2638;f;1992;M;t;0;0
2639;f;2009;U;t;1200;0
2640;f;1991;U;t;0;0
2641;t;2015;M;t;0;0
2642;f;1999;M;t;4850;0
2643;f;1990;M;t;0;0
2644;f;2000;F;t;550;0
2645;f;2009;M;f;500;0
2646;f;2001;M;t;8461;0
2647;t;2014;M;t;250;0
2648;f;1989;M;t;0;0
2649;f;2012;M;t;1050;0
2650;f;1985;M;t;0;0
2651;t;2014;M;t;7900;0
2652;f;1993;F;t;0;0
2653;f;1984;M;t;0;0
2654;f;2001;M;t;6550;0
2655;f;1984;F;t;0;0
2656;t;2008;M;t;16150;0
2657;t;2013;M;f;0;0
2658;f;1989;U;t;0;0
2659;f;2002;M;t;975;0
2660;t;2015;M;t;500;0
2661;f;1999;M;t;475;0
2662;t;2013;M;t;12350;0
2663;f;1983;M;t;150;0
2664;t;2017;M;t;3500;0
2665;t;2014;M;t;2900;0
2666;f;2003;M;t;-2450;0
2667;f;1996;M;t;0;0
2668;t;2016;M;t;4900;0
2669;t;2012;F;t;5900;0
2670;t;2011;M;t;850;0
2671;t;2014;M;t;3500;0
2672;t;2014;F;t;50;0
2673;t;2011;M;t;400;0
2674;f;1997;U;t;-8725;0
2675;f;1984;U;t;0;0
2676;t;2014;M;t;22200;0
2677;f;1989;U;t;0;0
2678;t;2014;M;t;0;0
2679;f;1989;M;t;0;0
2680;f;1999;M;t;375;0
2681;f;2003;M;t;-2075;0
2682;f;1990;U;t;0;0
2683;f;2001;M;t;9600;0
2684;t;2011;M;t;50;0
2685;f;1992;M;t;0;0
2686;f;2012;F;t;0;0
2687;t;2008;M;f;1250;0
2688;f;1991;M;t;0;0
2689;f;2011;M;t;100;0
2690;f;1996;U;t;0;0
2691;f;1989;M;t;0;0
2692;f;1995;M;t;0;0
2693;f;1989;M;t;0;0
2694;f;0;U;t;0;0
2695;f;1988;M;t;0;0
2696;f;2011;U;t;200;0
2697;t;2013;M;t;1100;0
2698;f;2006;M;t;5000;0
2699;f;1990;M;t;0;0
2700;f;2005;M;t;0;0
2701;t;2014;M;t;100;0
2702;f;1990;M;t;0;0
2703;f;1995;M;t;0;0
2704;f;1986;M;t;0;0
2705;f;0;M;t;0;0
2706;t;2012;M;t;1000;0
2707;t;2014;M;t;17750;0
2708;t;2016;M;t;7350;0
2709;f;1999;M;t;4175;0
2710;f;0;U;t;0;0
2711;f;2011;U;t;500;0
2712;f;2007;M;t;300;0
2713;t;2016;M;t;9600;0
2714;f;2001;M;t;-300;0
2715;f;1998;M;t;5500;0
2716;f;1996;M;t;0;0
2717;t;2014;F;t;44800;0
2718;f;1998;M;t;0;0
2719;f;1999;M;t;-11000;0
2720;f;1985;M;t;0;0
2721;t;2016;M;t;200;0
2722;f;1994;M;t;0;0
2723;f;1992;F;t;0;0
2724;t;2009;M;t;1350;0
2725;f;1988;M;t;0;0
2726;f;2009;M;t;0;0
2727;f;2004;M;t;250;0
2728;f;2006;U;t;2600;0
2729;t;2003;M;f;200;0
2730;f;2006;M;t;700;0
2731;f;2006;U;t;0;0
2732;f;1997;U;t;75;0
2733;t;2010;M;t;4500;0
2734;f;2011;M;f;400;0
2735;f;1993;M;t;0;0
2736;f;1999;M;t;650;0
2737;t;2007;M;t;7950;0
2738;f;1994;M;t;3475;0
2739;f;2014;U;t;100;0
2740;f;1986;M;t;0;0
2741;f;2003;M;t;350;0
2742;t;2012;M;t;850;0
2743;t;2013;M;t;2900;0
2744;f;2012;M;t;900;0
2745;t;2008;M;t;10450;0
2746;f;2012;M;t;0;0
2747;t;2013;M;t;1100;0
2748;f;2006;U;t;9800;0
2749;t;2011;M;t;150;0
2750;t;2015;M;t;3600;0
2751;t;2000;M;t;1450;0
2752;f;2004;M;t;-200;0
2753;f;2003;U;t;-5050;0
2754;t;2014;M;t;23600;0
2755;f;1996;M;t;0;0
2756;f;2005;M;t;0;0
2757;t;2014;F;t;1750;0
2758;f;1997;M;t;1875;0
2759;f;1999;M;t;0;0
2760;f;2015;M;t;350;0
2761;f;1986;U;t;0;0
2762;f;1999;U;t;0;0
2763;f;2007;M;t;300;0
2764;f;2003;M;t;-4600;0
2765;t;2014;M;t;26100;0
2766;f;1996;U;t;-24875;0
2767;t;2014;M;t;200;0
2768;f;2005;M;t;0;0
2769;f;1984;M;t;0;0
2770;t;2015;M;t;3500;0
2771;f;2000;F;t;2475;0
2772;f;1999;M;t;175;0
2773;f;2002;M;t;275;0
2774;f;2003;U;t;400;0
2775;f;1989;M;t;0;0
2776;f;1985;M;t;0;0
2777;f;1994;M;t;0;0
2778;f;1996;F;t;0;0
2779;f;2013;M;t;0;0
2780;f;1992;M;t;0;0
2781;f;1985;M;t;0;0
2782;f;1996;M;t;6475;0
2783;f;1994;M;t;-3650;0
2784;t;2014;F;t;250;0
2785;f;2004;M;t;0;0
2786;t;2014;M;t;300;0
2787;f;2002;M;t;-4450;0
2788;f;2004;M;t;300;0
2789;t;2015;M;t;950;0
